scenario,sim,metric,value
S&T 18%,1,screens,8104115.0224
S&T 18%,1,txvs,0.0
S&T 18%,1,vaccinations,13558784.9138
S&T 18%,1,yld,134525.10388689264
S&T 18%,1,yll,1904532.5359820405
S&T 18%,2,ablations,1828846.892
S&T 18%,2,asr_cancer_incidence,765.2657709838468
S&T 18%,2,cancer_deaths,80010.55399026796
S&T 18%,2,cancer_incidence,715.7780439853668
S&T 18%,2,cancer_incidence_no_hiv,678.0090091228485
S&T 18%,2,cancer_incidence_with_hiv,4177.643363237381
S&T 18%,2,cancer_treatments,109313.8126
S&T 18%,2,cancers,84847.76434887062
S&T 18%,2,cancers_no_hiv,79712.70129501392
S&T 18%,2,cancers_with_hiv,4506.588331158996
S&T 18%,2,dalys,1678303.4319836963
S&T 18%,2,excisions,0.0
S&T 18%,2,leeps,84591.6152
S&T 18%,2,screens,7292750.3752
S&T 18%,2,txvs,0.0
S&T 18%,2,vaccinations,13540019.8724
S&T 18%,2,yld,107587.50155058606
S&T 18%,2,yll,1570715.93043311
S&T 18%,3,ablations,3293413.6946
S&T 18%,3,asr_cancer_incidence,1162.303046775441
S&T 18%,3,cancer_deaths,121436.61200137077
S&T 18%,3,cancer_incidence,1128.6604754924774
S&T 18%,3,cancer_incidence_no_hiv,1087.5592005252838
S&T 18%,3,cancer_incidence_with_hiv,4832.237974882126
S&T 18%,3,cancer_treatments,155183.9138
S&T 18%,3,cancers,139620.8267130976
S&T 18%,3,cancers_no_hiv,133318.1668177109
S&T 18%,3,cancers_with_hiv,5301.868624403404
S&T 18%,3,dalys,2803091.1801824425
S&T 18%,3,excisions,0.0
S&T 18%,3,leeps,151013.9046
S&T 18%,3,screens,9734886.4774
S&T 18%,3,txvs,0.0
S&T 18%,3,vaccinations,13551338.4688
S&T 18%,3,yld,186855.18505935703
S&T 18%,3,yll,2616235.9951230856
S&T 18%,4,ablations,1570306.3216
S&T 18%,4,asr_cancer_incidence,892.2346569823916
S&T 18%,4,cancer_deaths,88204.62299860666
S&T 18%,4,cancer_incidence,803.4136099219322
S&T 18%,4,cancer_incidence_no_hiv,767.4088045954704
S&T 18%,4,cancer_incidence_with_hiv,4314.293427467346
S&T 18%,4,cancer_treatments,95016.6382
S&T 18%,4,cancers,92032.09520753533
S&T 18%,4,cancers_no_hiv,86727.2521512442
S&T 18%,4,cancers_with_hiv,4423.18816622204
S&T 18%,4,dalys,1600125.8953167584
S&T 18%,4,excisions,0.0
S&T 18%,4,leeps,77145.17020000001
S&T 18%,4,screens,6894812.3544
S&T 18%,4,txvs,0.0
S&T 18%,4,vaccinations,13561167.7762
S&T 18%,4,yld,114093.89516834702
S&T 18%,4,yll,1486032.0001484114
S&T 18%,5,ablations,3752710.4222
S&T 18%,5,asr_cancer_incidence,1192.9066033499403
S&T 18%,5,cancer_deaths,127977.56872096361
S&T 18%,5,cancer_incidence,1161.1153590679169
S&T 18%,5,cancer_incidence_no_hiv,1118.3220129013062
S&T 18%,5,cancer_incidence_with_hiv,5349.390239953995
S&T 18%,5,cancer_treatments,181991.1158
S&T 18%,5,cancers,143236.82084356982
S&T 18%,5,cancers_no_hiv,136806.08234171418
S&T 18%,5,cancers_with_hiv,5453.776101227221
S&T 18%,5,dalys,3074974.6874633357
S&T 18%,5,excisions,0.0
S&T 18%,5,leeps,192416.13880000002
S&T 18%,5,screens,10467616.6654
S&T 18%,5,txvs,0.0
S&T 18%,5,vaccinations,13534360.5742
S&T 18%,5,yld,189067.90092675894
S&T 18%,5,yll,2885906.7865365767
S&T 18%,6,ablations,1614687.1338
S&T 18%,6,asr_cancer_incidence,799.5118267617197
S&T 18%,6,cancer_deaths,80028.42495799065
S&T 18%,6,cancer_incidence,735.0066649317741
S&T 18%,6,cancer_incidence_no_hiv,702.5350332260132
S&T 18%,6,cancer_incidence_with_hiv,3820.3242304325104
S&T 18%,6,cancer_treatments,101271.652
S&T 18%,6,cancers,85616.23665899625
S&T 18%,6,cancers_no_hiv,80832.64676220299
S&T 18%,6,cancers_with_hiv,4098.523185348953
S&T 18%,6,dalys,1601729.3528506642
S&T 18%,6,excisions,0.0
S&T 18%,6,leeps,75953.739
S&T 18%,6,screens,6973744.6714
S&T 18%,6,txvs,0.0
S&T 18%,6,vaccinations,13559976.345
S&T 18%,6,yld,107967.79956613162
S&T 18%,6,yll,1493761.5532845326
S&T 18%,7,ablations,2606851.4656
S&T 18%,7,asr_cancer_incidence,914.6726599220972
S&T 18%,7,cancer_deaths,96830.58146928411
S&T 18%,7,cancer_incidence,889.0512124300003
S&T 18%,7,cancer_incidence_no_hiv,850.7008782625198
S&T 18%,7,cancer_incidence_with_hiv,4773.560739278793
S&T 18%,7,cancer_treatments,134631.7256
S&T 18%,7,cancers,110123.97418696595
S&T 18%,7,cancers_no_hiv,104494.46931051664
S&T 18%,7,cancers_with_hiv,4861.039084153875
S&T 18%,7,dalys,2249232.878220794
S&T 18%,7,excisions,0.0
S&T 18%,7,leeps,121228.1246
S&T 18%,7,screens,8570560.337199999
S&T 18%,7,txvs,0.0
S&T 18%,7,vaccinations,13540615.588
S&T 18%,7,yld,145612.24085767783
S&T 18%,7,yll,2103620.6373631163
S&T 18%,8,ablations,2373628.8082
S&T 18%,8,asr_cancer_incidence,861.1272585541941
S&T 18%,8,cancer_deaths,90298.561901569
S&T 18%,8,cancer_incidence,812.9126176834106
S&T 18%,8,cancer_incidence_no_hiv,779.3230819702148
S&T 18%,8,cancer_incidence_with_hiv,3945.833778858185
S&T 18%,8,cancer_treatments,130163.8586
S&T 18%,8,cancers,97476.93399876585
S&T 18%,8,cancers_no_hiv,92553.35020509681
S&T 18%,8,cancers_with_hiv,4262.34497002284
S&T 18%,8,dalys,2064250.3513718513
S&T 18%,8,excisions,0.0
S&T 18%,8,leeps,120334.5512
S&T 18%,8,screens,8123177.9216
S&T 18%,8,txvs,0.0
S&T 18%,8,vaccinations,13555806.3358
S&T 18%,8,yld,126741.12454519536
S&T 18%,8,yll,1937509.226826656
S&T 18%,9,ablations,1298362.1502
S&T 18%,9,asr_cancer_incidence,800.6284085998514
S&T 18%,9,cancer_deaths,78959.1166954658
S&T 18%,9,cancer_incidence,716.2292031049728
S&T 18%,9,cancer_incidence_no_hiv,678.1641748845577
S&T 18%,9,cancer_incidence_with_hiv,4383.4500851631165
S&T 18%,9,cancer_treatments,85187.3308
S&T 18%,9,cancers,80570.52725425453
S&T 18%,9,cancers_no_hiv,75363.97739459715
S&T 18%,9,cancers_with_hiv,4557.224155472393
S&T 18%,9,dalys,1387979.9312638992
S&T 18%,9,excisions,0.0
S&T 18%,9,leeps,64337.2848
S&T 18%,9,screens,6511171.508
S&T 18%,9,txvs,0.0
S&T 18%,9,vaccinations,13559678.4872
S&T 18%,9,yld,98178.30987533132
S&T 18%,9,yll,1289801.6213885678
S&T 35%,0,ablations,1953351.4523999998
S&T 35%,0,asr_cancer_incidence,642.0616500784135
S&T 35%,0,cancer_deaths,63211.376138464024
S&T 35%,0,cancer_incidence,570.7278904616833
S&T 35%,0,cancer_incidence_no_hiv,543.4300756454468
S&T 35%,0,cancer_incidence_with_hiv,3287.083903312683
S&T 35%,0,cancer_treatments,137908.1614
S&T 35%,0,cancers,63541.9991995064
S&T 35%,0,cancers_no_hiv,59699.63655036757
S&T 35%,0,cancers_with_hiv,3297.285716264776
S&T 35%,0,dalys,1071460.584394986
S&T 35%,0,excisions,0.0
S&T 35%,0,leeps,91144.4868
S&T 35%,0,screens,11455610.988
S&T 35%,0,txvs,0.0
S&T 35%,0,vaccinations,13559976.345
S&T 35%,0,yld,76106.61622598484
S&T 35%,0,yll,995353.9681690012
S&T 35%,1,ablations,3784283.349
S&T 35%,1,asr_cancer_incidence,813.0738472664631
S&T 35%,1,cancer_deaths,83051.682707749
S&T 35%,1,cancer_incidence,750.815566778183
S&T 35%,1,cancer_incidence_no_hiv,706.9002212882042
S&T 35%,1,cancer_incidence_with_hiv,4639.287537574768
S&T 35%,1,cancer_treatments,193011.8544
S&T 35%,1,cancers,88151.00770146197
S&T 35%,1,cancers_no_hiv,82295.12863902946
S&T 35%,1,cancers_with_hiv,5155.918337289441
S&T 35%,1,dalys,1642443.1771168995
S&T 35%,1,excisions,0.0
S&T 35%,1,leeps,184373.9782
S&T 35%,1,screens,14413934.6576
S&T 35%,1,txvs,0.0
S&T 35%,1,vaccinations,13528999.1338
S&T 35%,1,yld,111130.1572479442
S&T 35%,1,yll,1531313.0198689552
S&T 35%,2,ablations,3333326.6398
S&T 35%,2,asr_cancer_incidence,696.9065618828306
S&T 35%,2,cancer_deaths,71700.32200096844
S&T 35%,2,cancer_incidence,640.8506161570549
S&T 35%,2,cancer_incidence_no_hiv,603.6360881328583
S&T 35%,2,cancer_incidence_with_hiv,4067.811784505844
S&T 35%,2,cancer_treatments,198671.1526
S&T 35%,2,cancers,74830.80748888833
S&T 35%,2,cancers_no_hiv,69931.05157691454
S&T 35%,2,cancers_with_hiv,4366.595168288087
S&T 35%,2,dalys,1470136.7179736362
S&T 35%,2,excisions,0.0
S&T 35%,2,leeps,151907.478
S&T 35%,2,screens,13694905.9284
S&T 35%,2,txvs,0.0
S&T 35%,2,vaccinations,13568912.079
S&T 35%,2,yld,93662.83681108945
S&T 35%,2,yll,1376473.8811625468
S&T 35%,3,ablations,5307528.1382
S&T 35%,3,asr_cancer_incidence,1006.0587897264046
S&T 35%,3,cancer_deaths,101161.4336513292
S&T 35%,3,cancer_incidence,946.2223757505417
S&T 35%,3,cancer_incidence_no_hiv,903.8403306007385
S&T 35%,3,cancer_incidence_with_hiv,4800.842653512955
S&T 35%,3,cancer_treatments,253476.9878
S&T 35%,3,cancers,113594.01656564327
S&T 35%,3,cancers_no_hiv,107505.8118148072
S&T 35%,3,cancers_with_hiv,5251.232806192844
S&T 35%,3,dalys,2228382.4779727287
S&T 35%,3,excisions,0.0
S&T 35%,3,leeps,258838.4282
S&T 35%,3,screens,17027338.9948
S&T 35%,3,txvs,0.0
S&T 35%,3,vaccinations,13549253.4642
S&T 35%,3,yld,149276.39374752538
S&T 35%,3,yll,2079106.0842252036
S&T 35%,4,ablations,2851690.5772
S&T 35%,4,asr_cancer_incidence,826.0598244780202
S&T 35%,4,cancer_deaths,80844.55774012314
S&T 35%,4,cancer_incidence,732.4220915436745
S&T 35%,4,cancer_incidence_no_hiv,697.8661869168282
S&T 35%,4,cancer_incidence_with_hiv,4063.2803606987
S&T 35%,4,cancer_treatments,184969.6938
S&T 35%,4,cancers,82816.37623107534
S&T 35%,4,cancers_no_hiv,77782.58268319475
S&T 35%,4,cancers_with_hiv,4175.9662038507195
S&T 35%,4,dalys,1414794.101423968
S&T 35%,4,excisions,0.0
S&T 35%,4,leeps,129866.00080000001
S&T 35%,4,screens,12883243.4234
S&T 35%,4,txvs,0.0
S&T 35%,4,vaccinations,13548657.7486
S&T 35%,4,yld,100606.21109176081
S&T 35%,4,yll,1314187.8903322073
S&T 35%,5,ablations,6671419.0044
S&T 35%,5,asr_cancer_incidence,1090.890762454895
S&T 35%,5,cancer_deaths,116867.4746176957
S&T 35%,5,cancer_incidence,1049.4356122016907
S&T 35%,5,cancer_incidence_no_hiv,1008.2331502437592
S&T 35%,5,cancer_incidence_with_hiv,5004.167227983475
S&T 35%,5,cancer_treatments,336877.1718
S&T 35%,5,cancers,128466.05587542776
S&T 35%,5,cancers_no_hiv,122434.44377577353
S&T 35%,5,cancers_with_hiv,5185.70407945185
S&T 35%,5,dalys,2704423.1396088474
S&T 35%,5,excisions,0.0
S&T 35%,5,leeps,303814.956
S&T 35%,5,screens,19214806.678
S&T 35%,5,txvs,0.0
S&T 35%,5,vaccinations,13555508.478
S&T 35%,5,yld,166448.74611582188
S&T 35%,5,yll,2537974.3934930256
S&T 35%,6,ablations,2213381.3118000003
S&T 35%,6,asr_cancer_incidence,689.6685169239079
S&T 35%,6,cancer_deaths,67402.23439644797
S&T 35%,6,cancer_incidence,613.7766226530075
S&T 35%,6,cancer_incidence_no_hiv,582.6015917658806
S&T 35%,6,cancer_incidence_with_hiv,3506.775391101837
S&T 35%,6,cancer_treatments,143865.3174
S&T 35%,6,cancers,68736.63748982323
S&T 35%,6,cancers_no_hiv,64328.34623392844
S&T 35%,6,cancers_with_hiv,3797.6868401489296
S&T 35%,6,dalys,1177036.9383102753
S&T 35%,6,excisions,0.0
S&T 35%,6,leeps,109313.8126
S&T 35%,6,screens,11876781.9172
S&T 35%,6,txvs,0.0
S&T 35%,6,vaccinations,13562954.923
S&T 35%,6,yld,83333.71361074202
S&T 35%,6,yll,1093703.2246995333
S&T 35%,7,ablations,4011548.8504
S&T 35%,7,asr_cancer_incidence,777.3136814939431
S&T 35%,7,cancer_deaths,79483.34580312904
S&T 35%,7,cancer_incidence,731.8861422538757
S&T 35%,7,cancer_incidence_no_hiv,695.6765335798264
S&T 35%,7,cancer_incidence_with_hiv,4322.859082460403
S&T 35%,7,cancer_treatments,204926.1664
S&T 35%,7,cancers,87591.03429378133
S&T 35%,7,cancers_no_hiv,82521.50051092774
S&T 35%,7,cancers_with_hiv,4455.952509619615
S&T 35%,7,dalys,1699068.858658568
S&T 35%,7,excisions,0.0
S&T 35%,7,leeps,195990.4324
S&T 35%,7,screens,14698388.8566
S&T 35%,7,txvs,0.0
S&T 35%,7,vaccinations,13517978.3952
S&T 35%,7,yld,113872.7829228454
S&T 35%,7,yll,1585196.0757357227
S&T 35%,8,ablations,4341277.435
S&T 35%,8,asr_cancer_incidence,809.2272409637804
S&T 35%,8,cancer_deaths,85071.15843620432
S&T 35%,8,cancer_incidence,759.1277465820312
S&T 35%,8,cancer_incidence_no_hiv,727.0788108110428
S&T 35%,8,cancer_incidence_with_hiv,3769.092418909073
S&T 35%,8,cancer_treatments,248711.263
S&T 35%,8,cancers,90760.24201330611
S&T 35%,8,cancers_no_hiv,86119.62226836028
S&T 35%,8,cancers_with_hiv,4035.973064836356
S&T 35%,8,dalys,1895923.9494113862
S&T 35%,8,excisions,0.0
S&T 35%,8,leeps,190628.992
S&T 35%,8,screens,15325677.3834
S&T 35%,8,txvs,0.0
S&T 35%,8,vaccinations,13559976.345
S&T 35%,8,yld,115725.64043119995
S&T 35%,8,yll,1780198.3089801862
S&T 35%,9,ablations,2030794.4804
S&T 35%,9,asr_cancer_incidence,721.9687057537684
S&T 35%,9,cancer_deaths,69993.59710587432
S&T 35%,9,cancer_incidence,632.7182549536228
S&T 35%,9,cancer_incidence_no_hiv,597.2771397233009
S&T 35%,9,cancer_incidence_with_hiv,3994.9393351078033
S&T 35%,9,cancer_treatments,143269.6018
S&T 35%,9,cancers,69603.40354472834
S&T 35%,9,cancers_no_hiv,64864.490619238066
S&T 35%,9,cancers_with_hiv,4134.266088926243
S&T 35%,9,dalys,1136708.3516076338
S&T 35%,9,excisions,0.0
S&T 35%,9,leeps,95016.6382
S&T 35%,9,screens,11623007.0716
S&T 35%,9,txvs,0.0
S&T 35%,9,vaccinations,13553423.4734
S&T 35%,9,yld,82115.77354737236
S&T 35%,9,yll,1054592.5780602614
S&T 70%,0,ablations,3390515.3374
S&T 70%,0,asr_cancer_incidence,535.1718142019664
S&T 70%,0,cancer_deaths,51892.78016677224
S&T 70%,0,cancer_incidence,462.83678214251995
S&T 70%,0,cancer_incidence_no_hiv,438.2423355281353
S&T 70%,0,cancer_incidence_with_hiv,2813.1910655498505
S&T 70%,0,cancer_treatments,221010.4876
S&T 70%,0,cancers,50287.32746290262
S&T 70%,0,cancers_no_hiv,46927.494722482945
S&T 70%,0,cancers_with_hiv,2880.284821674771
S&T 70%,0,dalys,814880.1786102875
S&T 70%,0,excisions,0.0
S&T 70%,0,leeps,164417.5056
S&T 70%,0,screens,21896718.3092
S&T 70%,0,txvs,0.0
S&T 70%,0,vaccinations,13534956.2898
S&T 70%,0,yld,57911.373939922145
S&T 70%,0,yll,756968.8046703654
S&T 70%,1,ablations,6509086.5034
S&T 70%,1,asr_cancer_incidence,683.7336517808981
S&T 70%,1,cancer_deaths,68364.3163338955
S&T 70%,1,cancer_incidence,614.0961512327194
S&T 70%,1,cancer_incidence_no_hiv,573.3039160966873
S&T 70%,1,cancer_incidence_with_hiv,4158.336142539978
S&T 70%,1,cancer_treatments,330622.158
S&T 70%,1,cancers,70255.71303423133
S&T 70%,1,cancers_no_hiv,64983.63343476197
S&T 70%,1,cancers_with_hiv,4712.110233531376
S&T 70%,1,dalys,1253647.7075754665
S&T 70%,1,excisions,0.0
S&T 70%,1,leeps,307687.1074
S&T 70%,1,screens,27016298.1756
S&T 70%,1,txvs,0.0
S&T 70%,1,vaccinations,13544487.7394
S&T 70%,1,yld,85777.95115033453
S&T 70%,1,yll,1167869.756425132
S&T 70%,2,ablations,5347143.2256
S&T 70%,2,asr_cancer_incidence,575.8329232005145
S&T 70%,2,cancer_deaths,58755.42369653042
S&T 70%,2,cancer_incidence,515.8912587761879
S&T 70%,2,cancer_incidence_no_hiv,482.2303465306759
S&T 70%,2,cancer_incidence_with_hiv,3534.27702665329
S&T 70%,2,cancer_treatments,302623.5248
S&T 70%,2,cancers,58639.25932523233
S&T 70%,2,cancers_no_hiv,54370.96064356206
S&T 70%,2,cancers_with_hiv,3836.4083211048396
S&T 70%,2,dalys,1055325.8835100115
S&T 70%,2,excisions,0.0
S&T 70%,2,leeps,254072.7034
S&T 70%,2,screens,25209790.6186
S&T 70%,2,txvs,0.0
S&T 70%,2,vaccinations,13540019.8724
S&T 70%,2,yld,70234.00171219783
S&T 70%,2,yll,985091.8817978136
S&T 70%,3,ablations,7860169.4842
S&T 70%,3,asr_cancer_incidence,811.7975798863345
S&T 70%,3,cancer_deaths,79831.83952730705
S&T 70%,3,cancer_incidence,739.855670273304
S&T 70%,3,cancer_incidence_no_hiv,701.7059491872787
S&T 70%,3,cancer_incidence_with_hiv,4117.816072702408
S&T 70%,3,cancer_treatments,364875.805
S&T 70%,3,cancers,85824.73753709608
S&T 70%,3,cancers_no_hiv,80594.36051865225
S&T 70%,3,cancers_with_hiv,4530.416949633154
S&T 70%,3,dalys,1534640.4120690592
S&T 70%,3,excisions,0.0
S&T 70%,3,leeps,355046.4976
S&T 70%,3,screens,29412266.3188
S&T 70%,3,txvs,0.0
S&T 70%,3,vaccinations,13543594.166
S&T 70%,3,yld,108694.12569649745
S&T 70%,3,yll,1425946.2863725617
S&T 70%,4,ablations,4190859.246
S&T 70%,4,asr_cancer_incidence,686.5493027891225
S&T 70%,4,cancer_deaths,65597.21772113314
S&T 70%,4,cancer_incidence,587.5259895026684
S&T 70%,4,cancer_incidence_no_hiv,554.7539422661066
S&T 70%,4,cancer_incidence_with_hiv,3739.837963104248
S&T 70%,4,cancer_treatments,257051.2814
S&T 70%,4,cancers,64173.458236804545
S&T 70%,4,cancers_no_hiv,59657.93644709397
S&T 70%,4,cancers_with_hiv,3830.451155806335
S&T 70%,4,dalys,1000411.6564245062
S&T 70%,4,excisions,0.0
S&T 70%,4,leeps,194203.2856
S&T 70%,4,screens,23292182.1022
S&T 70%,4,txvs,0.0
S&T 70%,4,vaccinations,13527807.7026
S&T 70%,4,yld,75016.63275561377
S&T 70%,4,yll,925395.0236688924
S&T 70%,5,ablations,12117451.0196
S&T 70%,5,asr_cancer_incidence,925.5544350204924
S&T 70%,5,cancer_deaths,98084.5631487545
S&T 70%,5,cancer_incidence,873.2349263429642
S&T 70%,5,cancer_incidence_no_hiv,835.6293870210648
S&T 70%,5,cancer_incidence_with_hiv,4380.615451335907
S&T 70%,5,cancer_treatments,557291.9438
S&T 70%,5,cancers,105045.49880104706
S&T 70%,5,cancers_no_hiv,99713.85174124184
S&T 70%,5,cancers_with_hiv,4634.667190618261
S&T 70%,5,dalys,2169613.13332134
S&T 70%,5,excisions,0.0
S&T 70%,5,leeps,579333.421
S&T 70%,5,screens,37076445.3706
S&T 70%,5,txvs,0.0
S&T 70%,5,vaccinations,13510234.0924
S&T 70%,5,yld,133265.67791014133
S&T 70%,5,yll,2036347.455411199
S&T 70%,6,ablations,3995464.5291999998
S&T 70%,6,asr_cancer_incidence,586.9770411765188
S&T 70%,6,cancer_deaths,56575.10446007639
S&T 70%,6,cancer_incidence,512.3658036738634
S&T 70%,6,cancer_incidence_no_hiv,483.67389960587025
S&T 70%,6,cancer_incidence_with_hiv,3109.5593073368073
S&T 70%,6,cancer_treatments,233520.5152
S&T 70%,6,cancers,56479.790894947706
S&T 70%,6,cancers_no_hiv,52565.94278984484
S&T 70%,6,cancers_with_hiv,3425.3645918133393
S&T 70%,6,dalys,941406.2886620418
S&T 70%,6,excisions,0.0
S&T 70%,6,leeps,206117.5976
S&T 70%,6,screens,22914796.2696
S&T 70%,6,txvs,0.0
S&T 70%,6,vaccinations,13579337.102
S&T 70%,6,yld,66473.27326482201
S&T 70%,6,yll,874933.0153972198
S&T 70%,7,ablations,6571636.6414
S&T 70%,7,asr_cancer_incidence,658.1131803382282
S&T 70%,7,cancer_deaths,67104.37667855887
S&T 70%,7,cancer_incidence,608.8632696866989
S&T 70%,7,cancer_incidence_no_hiv,575.2916263341904
S&T 70%,7,cancer_incidence_with_hiv,3970.0532326698303
S&T 70%,7,cancer_treatments,311559.2588
S&T 70%,7,cancers,71887.97267985377
S&T 70%,7,cancers_no_hiv,67384.3673833638
S&T 70%,7,cancers_with_hiv,3955.551433448553
S&T 70%,7,dalys,1304887.3105683092
S&T 70%,7,excisions,0.0
S&T 70%,7,leeps,311261.401
S&T 70%,7,screens,27141994.1672
S&T 70%,7,txvs,0.0
S&T 70%,7,vaccinations,13562061.3496
S&T 70%,7,yld,90604.65252985427
S&T 70%,7,yll,1214282.6580384548
S&T 70%,8,ablations,5729592.6408
S&T 70%,8,asr_cancer_incidence,609.2192397248342
S&T 70%,8,cancer_deaths,62016.967287052255
S&T 70%,8,cancer_incidence,544.2285901606083
S&T 70%,8,cancer_incidence_no_hiv,515.8851915895939
S&T 70%,8,cancer_incidence_with_hiv,3061.678423643112
S&T 70%,8,cancer_treatments,306793.534
S&T 70%,8,cancers,61343.80908132421
S&T 70%,8,cancers_no_hiv,57546.12501241819
S&T 70%,8,cancers_with_hiv,3356.8572843649054
S&T 70%,8,dalys,1151714.1024789389
S&T 70%,8,excisions,0.0
S&T 70%,8,leeps,271944.1714
S&T 70%,8,screens,25745934.6586
S&T 70%,8,txvs,0.0
S&T 70%,8,vaccinations,13517680.5374
S&T 70%,8,yld,73493.46679535776
S&T 70%,8,yll,1078220.635683581
S&T 70%,9,ablations,3470936.9433999998
S&T 70%,9,asr_cancer_incidence,630.4564761793488
S&T 70%,9,cancer_deaths,60453.21256044966
S&T 70%,9,cancer_incidence,540.7603172808886
S&T 70%,9,cancer_incidence_no_hiv,507.2800792604685
S&T 70%,9,cancer_incidence_with_hiv,3684.5699825286865
S&T 70%,9,cancer_treatments,237690.5244
S&T 70%,9,cancers,58260.97968634806
S&T 70%,9,cancers_no_hiv,53948.00295095339
S&T 70%,9,cancers_with_hiv,3833.4297121024265
S&T 70%,9,dalys,902461.4612743282
S&T 70%,9,excisions,0.0
S&T 70%,9,leeps,173055.3818
S&T 70%,9,screens,21996202.8144
S&T 70%,9,txvs,0.0
S&T 70%,9,vaccinations,13562657.0652
S&T 70%,9,yld,66362.33750349858
S&T 70%,9,yll,836099.1237708295
"S&T 70%, 50% LTFU",0,ablations,2427838.9278
"S&T 70%, 50% LTFU",0,asr_cancer_incidence,604.9736081281274
"S&T 70%, 50% LTFU",0,cancer_deaths,58856.694987309034
"S&T 70%, 50% LTFU",0,cancer_incidence,531.1386272311211
"S&T 70%, 50% LTFU",0,cancer_incidence_no_hiv,504.8819631636143
"S&T 70%, 50% LTFU",0,cancer_incidence_with_hiv,3109.6241705417633
"S&T 70%, 50% LTFU",0,cancer_treatments,239477.6712
"S&T 70%, 50% LTFU",0,cancers,58707.76718526494
"S&T 70%, 50% LTFU",0,cancers_no_hiv,55082.841038729945
"S&T 70%, 50% LTFU",0,cancers_with_hiv,3139.4211029922303
"S&T 70%, 50% LTFU",0,dalys,994554.6531079368
"S&T 70%, 50% LTFU",0,excisions,0.0
"S&T 70%, 50% LTFU",0,leeps,78038.7436
"S&T 70%, 50% LTFU",0,screens,22043562.2046
"S&T 70%, 50% LTFU",0,txvs,0.0
"S&T 70%, 50% LTFU",0,vaccinations,13563550.6386
"S&T 70%, 50% LTFU",0,yld,69775.28937789792
"S&T 70%, 50% LTFU",0,yll,924779.3637300389
"S&T 70%, 50% LTFU",1,ablations,5295613.8262
"S&T 70%, 50% LTFU",1,asr_cancer_incidence,820.6220442472253
"S&T 70%, 50% LTFU",1,cancer_deaths,85065.20065008082
"S&T 70%, 50% LTFU",1,cancer_incidence,766.0250272750854
"S&T 70%, 50% LTFU",1,cancer_incidence_no_hiv,724.4801295995712
"S&T 70%, 50% LTFU",1,cancer_incidence_with_hiv,4404.707057952881
"S&T 70%, 50% LTFU",1,cancer_treatments,387512.9978
"S&T 70%, 50% LTFU",1,cancers,91072.99161944221
"S&T 70%, 50% LTFU",1,cancers_no_hiv,85494.12128959408
"S&T 70%, 50% LTFU",1,cancers_with_hiv,4920.610699967096
"S&T 70%, 50% LTFU",1,dalys,1725060.4570725942
"S&T 70%, 50% LTFU",1,excisions,0.0
"S&T 70%, 50% LTFU",1,leeps,169183.2304
"S&T 70%, 50% LTFU",1,screens,29080452.7296
"S&T 70%, 50% LTFU",1,txvs,0.0
"S&T 70%, 50% LTFU",1,vaccinations,13565635.6432
"S&T 70%, 50% LTFU",1,yld,115774.87870300916
"S&T 70%, 50% LTFU",1,yll,1609285.578369585
"S&T 70%, 50% LTFU",2,ablations,3900447.891
"S&T 70%, 50% LTFU",2,asr_cancer_incidence,658.5159089814724
"S&T 70%, 50% LTFU",2,cancer_deaths,67986.0357867981
"S&T 70%, 50% LTFU",2,cancer_incidence,603.4116511940956
"S&T 70%, 50% LTFU",2,cancer_incidence_no_hiv,566.6593311429024
"S&T 70%, 50% LTFU",2,cancer_incidence_with_hiv,3958.887576818466
"S&T 70%, 50% LTFU",2,cancer_treatments,327643.58
"S&T 70%, 50% LTFU",2,cancers,70050.19047830056
"S&T 70%, 50% LTFU",2,cancers_no_hiv,65201.070175931265
"S&T 70%, 50% LTFU",2,cancers_with_hiv,4298.087881367378
"S&T 70%, 50% LTFU",2,dalys,1330134.5533800574
"S&T 70%, 50% LTFU",2,excisions,0.0
"S&T 70%, 50% LTFU",2,leeps,115270.9686
"S&T 70%, 50% LTFU",2,screens,25671470.2086
"S&T 70%, 50% LTFU",2,txvs,0.0
"S&T 70%, 50% LTFU",2,vaccinations,13560274.2028
"S&T 70%, 50% LTFU",2,yld,86809.12357042982
"S&T 70%, 50% LTFU",2,yll,1243325.4298096276
"S&T 70%, 50% LTFU",3,ablations,5599428.7822
"S&T 70%, 50% LTFU",3,asr_cancer_incidence,912.3287740809548
"S&T 70%, 50% LTFU",3,cancer_deaths,90650.03389631935
"S&T 70%, 50% LTFU",3,cancer_incidence,843.5326044559479
"S&T 70%, 50% LTFU",3,cancer_incidence_no_hiv,801.4311584234238
"S&T 70%, 50% LTFU",3,cancer_incidence_with_hiv,4680.072782278061
"S&T 70%, 50% LTFU",3,cancer_treatments,404193.0346
"S&T 70%, 50% LTFU",3,cancers,99505.3444712522
"S&T 70%, 50% LTFU",3,cancers_no_hiv,93542.23852505536
"S&T 70%, 50% LTFU",3,cancers_with_hiv,5144.003977842655
"S&T 70%, 50% LTFU",3,dalys,1863371.5445585507
"S&T 70%, 50% LTFU",3,excisions,0.0
"S&T 70%, 50% LTFU",3,leeps,170076.8038
"S&T 70%, 50% LTFU",3,screens,29804545.0414
"S&T 70%, 50% LTFU",3,txvs,0.0
"S&T 70%, 50% LTFU",3,vaccinations,13542998.4504
"S&T 70%, 50% LTFU",3,yld,128436.77270343856
